associated_work,composer,date_text,filename,manifest_contents,manifest_date,manifest_organization,movement_or_selection,name,page_number,part_or_instrument,place,record_type,review_flags,role,source_pdf,source_text,title,txt_source_file
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Herr Julius Siede.,5,conductor,,performer,Honorary Life Conductor; not necessarily performing at this concert.,,UDC20260028-45.pdf,"Hon. Life Conductor:
Herr Julius Siede.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. August Siede.,5,pianist and organist,,performer,,,UDC20260028-45.pdf,"Hon. Pianist and Organist:
Mr. August Siede.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,MR. G. H. MILLER.,6,orchestra manager,,performer,,,UDC20260028-45.pdf,Under the Management of MR. G. H. MILLER.,,extracted_texts/OLMOCR/UDC20260028-45.txt
Prelude and Fugue in A Minor.,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,MR. AUGUST SIEDE.,8,organ,,performer,,,UDC20260028-45.pdf,"Prelude and Fugue in A Minor.
MR. AUGUST SIEDE. Bach.",,extracted_texts/OLMOCR/UDC20260028-45.txt
"""Qui Sdegno""",,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,MR. E. A. URE.,8,,,performer,Vocal part not specified; likely tenor or bass.,,UDC20260028-45.pdf,"""Qui Sdegno""
(FLAUTO MAGICO)
MR. E. A. URE. Mozart",,extracted_texts/OLMOCR/UDC20260028-45.txt
Ah! Rendimi Quel Core,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,MISS LOVIE MULLER.,12,,,performer,Vocal part not specified; likely soprano or mezzo.,,UDC20260028-45.pdf,"Ah! Rendimi Quel Core
(MITRAME)
Francesco Rossi
MISS LOVIE MULLER.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Dierich,6,violin,,performer,Listed as 'leader' of the violins.,,UDC20260028-45.pdf,"Violins—
Mr. Dierich (leader)",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Miss Archibald,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Miss Archibald",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Adams,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Mr. Adams",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Bishop,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Mr. Bishop",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Miss Cudden,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Miss Cudden",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Miss Goldberg,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Miss Goldberg",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Miss Gow,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Miss Gow",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Miss Goodenough,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Miss Goodenough",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Johnston,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Mr. Johnston",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Miss Nankivell,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Miss Nankivell",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Miss Stanford,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Miss Stanford",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Miss Whitley,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Miss Whitley",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Schieblich,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Mr. Schieblich",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Alexander,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Mr. Alexander",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Miss Deakin,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Miss Deakin",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Hume,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Mr. Hume",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Miss Moses,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Miss Moses",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Miss Nanson,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Miss Nanson",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Miss Neil,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Miss Neil",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Miss Pütteman,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Miss Pütteman",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Miss Riley,6,violin,,performer,,,UDC20260028-45.pdf,"Violins—
... Miss Riley",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Dawson,6,viola,,performer,,,UDC20260028-45.pdf,"Violas—
Mr. Dawson",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Miss Charge,6,viola,,performer,,,UDC20260028-45.pdf,"Violas—
... Miss Charge",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Reid,6,viola,,performer,,,UDC20260028-45.pdf,"Violas—
... Mr. Reid",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Hattenbach,6,cello,,performer,,,UDC20260028-45.pdf,"'Cellos—
Mr. Hattenbach",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Meldrum,6,cello,,performer,,,UDC20260028-45.pdf,"'Cellos—
... Mr. Meldrum",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Tranthim-Fryer,6,cello,,performer,,,UDC20260028-45.pdf,"'Cellos—
... Mr. Tranthim-Fryer",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Phillips,6,double bass,,performer,,,UDC20260028-45.pdf,"Contra Basses—
Mr. Phillips",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Haigh,6,double bass,,performer,,,UDC20260028-45.pdf,"Contra Basses—
... Mr. Haigh",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Rowe,6,double bass,,performer,,,UDC20260028-45.pdf,"Contra Basses—
... Mr. Rowe",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Kerr,6,flute,,performer,,,UDC20260028-45.pdf,"Flutes—
Mr. Kerr",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Russell,6,flute,,performer,,,UDC20260028-45.pdf,"Flutes—
... Mr. Russell",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Crother,6,flute,,performer,,,UDC20260028-45.pdf,"Flutes—
... Mr. Crother",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Taylor,6,oboe,,performer,,,UDC20260028-45.pdf,"Oboes—
Mr. Taylor",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Dr Rudall,6,oboe,,performer,,,UDC20260028-45.pdf,"Oboes—
... Dr Rudall",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Wallace,6,clarinet,,performer,,,UDC20260028-45.pdf,"Clarionets—
Mr. Wallace",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Munro,6,clarinet,,performer,,,UDC20260028-45.pdf,"Clarionets—
... Mr. Munro",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Lyons,6,bass clarinet,,performer,,,UDC20260028-45.pdf,"Bass Clarionet—
Mr. Lyons",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Rudall,6,bassoon,,performer,,,UDC20260028-45.pdf,"Bassoons—
Mr. Rudall",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Destrée,6,bassoon,,performer,,,UDC20260028-45.pdf,"Bassoons—
... Mr. Destrée",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Lüttich,6,bassoon,,performer,,,UDC20260028-45.pdf,"Bassoons—
... Mr. Lüttich",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Wood,6,horn,,performer,,,UDC20260028-45.pdf,"Horns—
Mr. Wood",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Hill,6,horn,,performer,,,UDC20260028-45.pdf,"Horns—
... Mr. Hill",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Ingamells,6,horn,,performer,,,UDC20260028-45.pdf,"Horns—
... Mr. Ingamells",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Levy,6,horn,,performer,,,UDC20260028-45.pdf,"Horns—
... Mr. Levy",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Rawlins,6,trumpet,,performer,,,UDC20260028-45.pdf,"Trumpets—
Mr. Rawlins",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Savage,6,trumpet,,performer,,,UDC20260028-45.pdf,"Trumpets—
... Mr. Savage",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Haigh,6,trumpet,,performer,,,UDC20260028-45.pdf,"Trumpets—
... Mr. Haigh",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Pollard,6,trombone,,performer,,,UDC20260028-45.pdf,"Trombones—
Mr. Pollard",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Lawson,6,trombone,,performer,,,UDC20260028-45.pdf,"Trombones—
... Mr. Lawson",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Sheaf,6,trombone,,performer,,,UDC20260028-45.pdf,"Trombones—
... Mr. Sheaf",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Rowe,6,contrabass tuba,,performer,,,UDC20260028-45.pdf,"Contra Bass Tuba—
Mr. Rowe",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,Mr. Clay,6,timpani,,performer,,,UDC20260028-45.pdf,"Tympani—
Mr. Clay",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Pardy, Alfred (Capt.)",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
Pardy, Alfred (Capt.)",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Dickins, J. J.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
Dickins, J. J.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Hardy, J. W.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
Hardy, J. W.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Thackeray, J.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
Thackeray, J.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Donaldson, J. P.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
Donaldson, J. P.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Fullager, A. G.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
Fullager, A. G.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Ferguson, J.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
Ferguson, J.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"McCullagh, J.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
McCullagh, J.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Sherlock, H. D.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
Sherlock, H. D.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Allan, J. C.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
Allan, J. C.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Dodds, C.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
Dodds, C.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Gladman, F. E.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
Gladman, F. E.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Marsden, G. H.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
Marsden, G. H.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Mitchell, T. S.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
Mitchell, T. S.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"McDowall, Geo.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
McDowall, Geo.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Richardson, Geo.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
Richardson, Geo.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Robie, D. L.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
Robie, D. L.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Voight, Louis",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
Voight, Louis",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"McDonald, M. A.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
McDonald, M. A.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Shea, J.",7,First Tenor,,performer,,,UDC20260028-45.pdf,"FIRST TENOR.
Shea, J.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Humphrey, Geo. (Capt.)",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Humphrey, Geo. (Capt.)",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Rundell, W. R.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Rundell, W. R.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Flood, W. H.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Flood, W. H.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Pleasants, E. A.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Pleasants, E. A.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Ramsay, T. G.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Ramsay, T. G.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Gray, Thos.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Gray, Thos.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Gason, E.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Gason, E.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Robinson, J.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Robinson, J.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Mander, H. W.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Mander, H. W.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Nicholson, Geo. C.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Nicholson, Geo. C.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Lang, J.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Lang, J.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Murray, B. L.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Murray, B. L.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Robertson, P.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Robertson, P.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Richardson, R.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Richardson, R.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Templeton, H. O.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Templeton, H. O.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Gason, W. A.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Gason, W. A.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Nicholson, R. W.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Nicholson, R. W.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Cottman, A. H.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Cottman, A. H.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"James, W. H.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
James, W. H.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Tuchy, W. E.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Tuchy, W. E.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Reid, A. L.",7,Second Tenor,,performer,,,UDC20260028-45.pdf,"SECOND TENOR.
Reid, A. L.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Rendle, S. (Capt.)",7,First Bass,,performer,,,UDC20260028-45.pdf,"FIRST BASS.
Rendle, S. (Capt.)",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Whitehead, F. S",7,First Bass,,performer,,,UDC20260028-45.pdf,"FIRST BASS.
Whitehead, F. S",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Gerson, J.",7,First Bass,,performer,,,UDC20260028-45.pdf,"FIRST BASS.
Gerson, J.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Templeton, Capt. T. H",7,First Bass,,performer,,,UDC20260028-45.pdf,"FIRST BASS.
Templeton, Capt. T. H",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Garrett, H. T.",7,First Bass,,performer,,,UDC20260028-45.pdf,"FIRST BASS.
Garrett, H. T.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Wilson, E. L.",7,First Bass,,performer,,,UDC20260028-45.pdf,"FIRST BASS.
Wilson, E. L.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Bird, John",7,First Bass,,performer,,,UDC20260028-45.pdf,"FIRST BASS.
Bird, John",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Bishop, A. A.",7,First Bass,,performer,,,UDC20260028-45.pdf,"FIRST BASS.
Bishop, A. A.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Hedding, Jas.",7,First Bass,,performer,,,UDC20260028-45.pdf,"FIRST BASS.
Hedding, Jas.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Sutton, Alfred",7,First Bass,,performer,,,UDC20260028-45.pdf,"FIRST BASS.
Sutton, Alfred",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Haybittel, A. S.",7,First Bass,,performer,,,UDC20260028-45.pdf,"FIRST BASS.
Haybittel, A. S.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Day, Geo A.",7,First Bass,,performer,,,UDC20260028-45.pdf,"FIRST BASS.
Day, Geo A.",,extracted_texts/OLMOCR/UDC20260028-45.txt
,,,UDC20260028-45.pdf,Concert Programs,1901,Melbourne Liedertafel,,"Heathershaw, S A",7,First Bass,,performer,,,UDC20260028-45.pdf,"FIRST BASS.
Heathershaw, S A",,extracted_texts/OLMOCR/UDC20260028-45.txt
