Severity,Record Type,Source Document,Page,Organization,Date,OCR Original,LLM Resolution,Suggested Problem
Medium — inference,work,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,"SONGS ... (a) ""The Tear""","title: ""The Tear"" | composer: Rubenstein",Composer inferred from 'Rubenstein Night.' heading; composer not printed with this item.
Medium — inference,work,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,"(b) ""Good Night""","title: ""Good Night"" | composer: Rubenstein",Composer inferred from 'Rubenstein Night.' heading; composer not printed with this item.
Medium — inference,work,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,"PIANO SOLI ... (a) ""Romance in F""","title: ""Romance in F"" | composer: Rubenstein",Composer inferred from 'Rubenstein Night.' heading; composer not printed with this item.
Medium — inference,work,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,"(b) ""Study in C Major""","title: ""Study in C Major"" | composer: Rubenstein",Composer inferred from 'Rubenstein Night.' heading; composer not printed with this item.
Medium — inference,work,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,"SONGS ... (a) ""The Ringlet""","title: ""The Ringlet"" | composer: Rubenstein",Composer inferred from 'Rubenstein Night.' heading; composer not printed with this item.
Medium — inference,work,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,"(b) ""The Nightingale and the Rose""","title: ""The Nightingale and the Rose"" | composer: Rubenstein",Composer inferred from 'Rubenstein Night.' heading; composer not printed with this item.
Medium — inference,work,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,"DUET—Violin and Piano ... ""Sonata in G""","title: ""Sonata in G"" | composer: Rubenstein",Composer inferred from 'Rubenstein Night.' heading; composer not printed with this item.
Medium — inference,performer,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,"MESSRS. CURTIS, ZELMAN, JUNE., JAGER AND HARRISON.","name: CURTIS | associated_work: QUARTET STRINGS ... Op. 47, No. 1. ... ... ...",Instrument/part not specified for string quartet players.
Medium — inference,performer,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,"MESSRS. CURTIS, ZELMAN, JUNE., JAGER AND HARRISON.","name: ZELMAN | associated_work: QUARTET STRINGS ... Op. 47, No. 1. ... ... ...",Instrument/part not specified for string quartet players.
Medium — inference,performer,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,"MESSRS. CURTIS, ZELMAN, JUNE., JAGER AND HARRISON.","name: JAGER | associated_work: QUARTET STRINGS ... Op. 47, No. 1. ... ... ...",Instrument/part not specified for string quartet players.
Medium — inference,performer,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,"MESSRS. CURTIS, ZELMAN, JUNE., JAGER AND HARRISON.","name: HARRISON | associated_work: QUARTET STRINGS ... Op. 47, No. 1. ... ... ...",Instrument/part not specified for string quartet players.
Medium — inference,performer,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,MISS ANNIE McDONALD.,"name: MISS ANNIE McDONALD. | part_or_instrument: singer | associated_work: ""The Tear""",Vocal type not specified.
Medium — inference,performer,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,MISS ANNIE McDONALD.,"name: MISS ANNIE McDONALD. | part_or_instrument: singer | associated_work: ""Good Night""",Vocal type not specified.
Medium — inference,performer,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,SHORT BIOGRAPHICAL SKETCH ... ... ... ... ... MR. E. A. JAGER.,name: MR. E. A. JAGER. | part_or_instrument: speaker | associated_work: SHORT BIOGRAPHICAL SKETCH ... ... ... ... ...,Role inferred from context of 'Short Biographical Sketch'.
Medium — inference,performer,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,MR. W. R. FURLONG.,"name: MR. W. R. FURLONG. | part_or_instrument: singer | associated_work: ""The Ringlet""",Vocal type not specified.
Medium — inference,performer,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,MR. W. R. FURLONG.,"name: MR. W. R. FURLONG. | part_or_instrument: singer | associated_work: ""The Nightingale and the Rose""",Vocal type not specified.
Medium — inference,performer,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,MESSRS. H. CURTIS and G. PEAKE.,"name: H. CURTIS | associated_work: ""Sonata in G""",Instrument assignment ambiguous; duet is for violin and piano but individual instruments not specified.
Medium — inference,performer,UDC20260028-74.pdf,1,Musical Society of Victoria,1896,MESSRS. H. CURTIS and G. PEAKE.,"name: G. PEAKE | associated_work: ""Sonata in G""",Instrument assignment ambiguous; duet is for violin and piano but individual instruments not specified.
Medium — inference,performer,UDC20260028-75.pdf,1,Musical Society of Victoria,1896,"STRING QUARTETT ... ""Op. 76. No. 5."" ... Haydn
... MESSRS. A. ZELMAN, L. MONTAGUE, E. A. JAGER and C. HARRISON.",name: A. ZELMAN | associated_work: Op. 76. No. 5.,Instrument/part not specified in program listing
Medium — inference,performer,UDC20260028-75.pdf,1,Musical Society of Victoria,1896,"STRING QUARTETT ... ""Op. 76. No. 5."" ... Haydn
... MESSRS. A. ZELMAN, L. MONTAGUE, E. A. JAGER and C. HARRISON.",name: L. MONTAGUE | associated_work: Op. 76. No. 5.,Instrument/part not specified in program listing
Medium — inference,performer,UDC20260028-75.pdf,1,Musical Society of Victoria,1896,"STRING QUARTETT ... ""Op. 76. No. 5."" ... Haydn
... MESSRS. A. ZELMAN, L. MONTAGUE, E. A. JAGER and C. HARRISON.",name: E. A. JAGER | associated_work: Op. 76. No. 5.,Instrument/part not specified in program listing
Medium — inference,performer,UDC20260028-75.pdf,1,Musical Society of Victoria,1896,"STRING QUARTETT ... ""Op. 76. No. 5."" ... Haydn
... MESSRS. A. ZELMAN, L. MONTAGUE, E. A. JAGER and C. HARRISON.",name: C. HARRISON. | associated_work: Op. 76. No. 5.,Instrument/part not specified in program listing
Medium — inference,performer,UDC20260028-75.pdf,1,Musical Society of Victoria,1896,"DUO.—Piano and Violoncello ... ""Variations Concertantes"" ... Mendelssohn
MESSRS. J. HASLER and C. HARRISON.",name: J. HASLER | part_or_instrument: piano | associated_work: Variations Concertantes,Instrument assignment inferred from 'Piano and Violoncello' listing; not explicitly tied to names
Medium — inference,performer,UDC20260028-75.pdf,1,Musical Society of Victoria,1896,"DUO.—Piano and Violoncello ... ""Variations Concertantes"" ... Mendelssohn
MESSRS. J. HASLER and C. HARRISON.",name: C. HARRISON. | part_or_instrument: violoncello | associated_work: Variations Concertantes,Instrument assignment inferred from 'Piano and Violoncello' listing; not explicitly tied to names
Medium — inference,performer,UDC20260028-76.pdf,1,Musical Society of Victoria,1896,"MESSRS. A. ZELMAN, L. MONTAGUE, E. A. JAGER and C. HARRISON.","name: A. ZELMAN | associated_work: ""Op. 76. No. 5.""",Instrument within quartet not specified; left null.
Medium — inference,performer,UDC20260028-76.pdf,1,Musical Society of Victoria,1896,"MESSRS. A. ZELMAN, L. MONTAGUE, E. A. JAGER and C. HARRISON.","name: L. MONTAGUE | associated_work: ""Op. 76. No. 5.""",Instrument within quartet not specified; left null.
Medium — inference,performer,UDC20260028-76.pdf,1,Musical Society of Victoria,1896,"MESSRS. A. ZELMAN, L. MONTAGUE, E. A. JAGER and C. HARRISON.","name: E. A. JAGER | associated_work: ""Op. 76. No. 5.""",Instrument within quartet not specified; left null.
Medium — inference,performer,UDC20260028-76.pdf,1,Musical Society of Victoria,1896,"MESSRS. A. ZELMAN, L. MONTAGUE, E. A. JAGER and C. HARRISON.","name: C. HARRISON | associated_work: ""Op. 76. No. 5.""",Instrument within quartet not specified; left null.
Medium — inference,performer,UDC20260028-77.pdf,1,Musical Society of Victoria,1897,"MR. T. J. HAMMOND, MR. H. CURTIS and MR. C. HARRISON.","name: MR. T. J. HAMMOND | part_or_instrument: Piano | associated_work: TRIO—Piano, Violin and Violoncello. ""G Minor, Op. 1""",Instrument assignments inferred by order of instruments and names.
Medium — inference,performer,UDC20260028-77.pdf,1,Musical Society of Victoria,1897,"MR. T. J. HAMMOND, MR. H. CURTIS and MR. C. HARRISON.","name: MR. H. CURTIS | part_or_instrument: Violin | associated_work: TRIO—Piano, Violin and Violoncello. ""G Minor, Op. 1""",Instrument assignments inferred by order of instruments and names.
Medium — inference,performer,UDC20260028-77.pdf,1,Musical Society of Victoria,1897,"MR. T. J. HAMMOND, MR. H. CURTIS and MR. C. HARRISON.","name: MR. C. HARRISON | part_or_instrument: Violoncello (Cello) | associated_work: TRIO—Piano, Violin and Violoncello. ""G Minor, Op. 1""",Instrument assignments inferred by order of instruments and names.
Medium — inference,work,UDC20260028-78.pdf,1,Musical Society of Victoria,1898,"Songs ... ... (a) ""Serenade"" ... W. E. Nott
(b) ""A Fragment"" ... Miss Harvie.",title: A Fragment,Composer not stated; 'Miss Harvie' likely the performer listed on the same line rather than the composer.
Medium — inference,performer,UDC20260028-78.pdf,1,Musical Society of Victoria,1898,Mrs. Johnson and Miss Harvie.,name: Mrs. Johnson | part_or_instrument: singer | associated_work: Go Pretty Rose,Inferred vocalist from 'Duet (in canon)'; voice part not specified.
Medium — inference,performer,UDC20260028-78.pdf,1,Musical Society of Victoria,1898,Mrs. Johnson and Miss Harvie.,name: Miss Harvie | part_or_instrument: singer | associated_work: Go Pretty Rose,Inferred vocalist from 'Duet (in canon)'; voice part not specified.
Medium — inference,performer,UDC20260028-78.pdf,1,Musical Society of Victoria,1898,"Messrs G. Peake, H. Curtis, H. Kuhr.",name: G. Peake | associated_work: Trio (piano violin and horn) Op. 40,"Instrument not specified; trio instrumentation (piano, violin, horn) printed, but mapping to names not given."
Medium — inference,performer,UDC20260028-78.pdf,1,Musical Society of Victoria,1898,"Messrs G. Peake, H. Curtis, H. Kuhr.",name: H. Curtis | associated_work: Trio (piano violin and horn) Op. 40,"Instrument not specified; trio instrumentation (piano, violin, horn) printed, but mapping to names not given."
Medium — inference,performer,UDC20260028-78.pdf,1,Musical Society of Victoria,1898,"Messrs G. Peake, H. Curtis, H. Kuhr.",name: H. Kuhr | associated_work: Trio (piano violin and horn) Op. 40,"Instrument not specified; trio instrumentation (piano, violin, horn) printed, but mapping to names not given."
Medium — inference,performer,UDC20260028-78.pdf,1,Musical Society of Victoria,1898,"Songs ... ... (a) ""Serenade"" ... W. E. Nott
(b) ""A Fragment"" ... Miss Harvie.",name: Miss Harvie | part_or_instrument: singer | associated_work: Serenade,Inferred vocalist from 'Songs' line; name appears at line end without explicit part.
Medium — inference,performer,UDC20260028-78.pdf,1,Musical Society of Victoria,1898,"Songs ... ... (a) ""Serenade"" ... W. E. Nott
(b) ""A Fragment"" ... Miss Harvie.",name: Miss Harvie | part_or_instrument: singer | associated_work: A Fragment,Inferred vocalist from 'Songs' line; name appears at line end without explicit part.
Medium — inference,performer,UDC20260028-78.pdf,1,Musical Society of Victoria,1898,Mrs. Johnson.,name: Mrs. Johnson | part_or_instrument: singer | associated_work: The Passing of the Soul,Inferred vocalist from 'Song' context; voice part not specified.
Medium — inference,performer,UDC20260028-78.pdf,1,Musical Society of Victoria,1898,"Messrs H. Curtis, V. Zelman, E. A. Jager, and Arthur Montague.",name: H. Curtis | associated_work: Quartett (strings) ... Op. 16,Instruments not specified; assumed string quartet forces but mapping to names not given.
Medium — inference,performer,UDC20260028-78.pdf,1,Musical Society of Victoria,1898,"Messrs H. Curtis, V. Zelman, E. A. Jager, and Arthur Montague.",name: V. Zelman | associated_work: Quartett (strings) ... Op. 16,Instruments not specified; assumed string quartet forces but mapping to names not given.
Medium — inference,performer,UDC20260028-78.pdf,1,Musical Society of Victoria,1898,"Messrs H. Curtis, V. Zelman, E. A. Jager, and Arthur Montague.",name: E. A. Jager | associated_work: Quartett (strings) ... Op. 16,Instruments not specified; assumed string quartet forces but mapping to names not given.
Medium — inference,performer,UDC20260028-78.pdf,1,Musical Society of Victoria,1898,"Messrs H. Curtis, V. Zelman, E. A. Jager, and Arthur Montague.",name: Arthur Montague | associated_work: Quartett (strings) ... Op. 16,Instruments not specified; assumed string quartet forces but mapping to names not given.
Medium — inference,performer,UDC20260028-79.pdf,2,Musical Society of Victoria,1899,"WILLIAM HUNTER, ALBERTO ZELMAN, CLAUDE HARRISON,","name: WILLIAM HUNTER | associated_work: ""Romanza""",Instrument not specified per performer for this trio
Medium — inference,performer,UDC20260028-79.pdf,2,Musical Society of Victoria,1899,"WILLIAM HUNTER, ALBERTO ZELMAN, CLAUDE HARRISON,","name: ALBERTO ZELMAN | associated_work: ""Romanza""",Instrument not specified per performer for this trio
Medium — inference,performer,UDC20260028-79.pdf,2,Musical Society of Victoria,1899,"WILLIAM HUNTER, ALBERTO ZELMAN, CLAUDE HARRISON,","name: CLAUDE HARRISON | associated_work: ""Romanza""",Instrument not specified per performer for this trio
Medium — inference,performer,UDC20260028-8.pdf,1,Melbourne Liedertafel,1891,"THE SOCIETY WILL BE ASSISTED BY
Signora CUTTICA, Miss ADA CROSSLEY, Signor CUTTICA, Signor MELOSSI",name: Signora CUTTICA,Vocal type not specified
Medium — inference,performer,UDC20260028-8.pdf,1,Melbourne Liedertafel,1891,"THE SOCIETY WILL BE ASSISTED BY
Signora CUTTICA, Miss ADA CROSSLEY, Signor CUTTICA, Signor MELOSSI",name: Miss ADA CROSSLEY,Vocal type not specified
Medium — inference,performer,UDC20260028-8.pdf,1,Melbourne Liedertafel,1891,"THE SOCIETY WILL BE ASSISTED BY
Signora CUTTICA, Miss ADA CROSSLEY, Signor CUTTICA, Signor MELOSSI",name: Signor CUTTICA,Vocal type not specified
Medium — inference,performer,UDC20260028-8.pdf,1,Melbourne Liedertafel,1891,"THE SOCIETY WILL BE ASSISTED BY
Signora CUTTICA, Miss ADA CROSSLEY, Signor CUTTICA, Signor MELOSSI",name: Signor MELOSSI,Vocal type not specified
Medium — inference,performer,UDC20260028-8.pdf,1,Melbourne Liedertafel,1891,"MELBOURNE POPULAR QUARTET—
Mr. MAX KLEIN, Mr. J. B. ZERBINI, Mr. H. T. SCHRADER, Mr. G. E. HOWARD",name: Mr. MAX KLEIN,Instrument not specified
Medium — inference,performer,UDC20260028-8.pdf,1,Melbourne Liedertafel,1891,"MELBOURNE POPULAR QUARTET—
Mr. MAX KLEIN, Mr. J. B. ZERBINI, Mr. H. T. SCHRADER, Mr. G. E. HOWARD",name: Mr. J. B. ZERBINI,Instrument not specified
Medium — inference,performer,UDC20260028-8.pdf,1,Melbourne Liedertafel,1891,"MELBOURNE POPULAR QUARTET—
Mr. MAX KLEIN, Mr. J. B. ZERBINI, Mr. H. T. SCHRADER, Mr. G. E. HOWARD",name: Mr. H. T. SCHRADER,Instrument not specified
Medium — inference,performer,UDC20260028-8.pdf,1,Melbourne Liedertafel,1891,"MELBOURNE POPULAR QUARTET—
Mr. MAX KLEIN, Mr. J. B. ZERBINI, Mr. H. T. SCHRADER, Mr. G. E. HOWARD",name: Mr. G. E. HOWARD,Instrument not specified
Medium — inference,performer,UDC20260028-8.pdf,2,Melbourne Liedertafel,1891,"""Voi lo Sapete"" (Cavalleria Rusticana)

Signora CUTTICA",name: Signora CUTTICA | associated_work: Voi lo Sapete,Vocal type not specified
Medium — inference,performer,UDC20260028-8.pdf,2,Melbourne Liedertafel,1891,Signora CUTTICA and Signor CUTTICA,name: Signora CUTTICA | associated_work: Parigi o Cara,Vocal type not specified
Medium — inference,performer,UDC20260028-8.pdf,2,Melbourne Liedertafel,1891,Signora CUTTICA and Signor CUTTICA,name: Signor CUTTICA | associated_work: Parigi o Cara,Vocal type not specified
Medium — inference,performer,UDC20260028-8.pdf,2,Melbourne Liedertafel,1891,"Signora CUTTICA, Miss ADA CROSSLEY, Signor CUTTICA, and Signor MELOSSI",name: Signora CUTTICA | associated_work: Un di se ben,Vocal type not specified
Medium — inference,performer,UDC20260028-8.pdf,2,Melbourne Liedertafel,1891,"Signora CUTTICA, Miss ADA CROSSLEY, Signor CUTTICA, and Signor MELOSSI",name: Miss ADA CROSSLEY | associated_work: Un di se ben,Vocal type not specified
Medium — inference,performer,UDC20260028-8.pdf,2,Melbourne Liedertafel,1891,"Signora CUTTICA, Miss ADA CROSSLEY, Signor CUTTICA, and Signor MELOSSI",name: Signor CUTTICA | associated_work: Un di se ben,Vocal type not specified
Medium — inference,performer,UDC20260028-8.pdf,2,Melbourne Liedertafel,1891,"Signora CUTTICA, Miss ADA CROSSLEY, Signor CUTTICA, and Signor MELOSSI",name: Signor MELOSSI | associated_work: Un di se ben,Vocal type not specified
Medium — inference,performer,UDC20260028-80.pdf,2,Musical Society of Victoria,1899,MISS HENRIETTA RIDLEY.,name: MISS HENRIETTA RIDLEY | associated_work: A Song of Thanksgiving,Voice type not specified; left null
Medium — inference,performer,UDC20260028-80.pdf,2,Musical Society of Victoria,1899,"E. ARMES BEAUMONT, S. W. M. LAMBLE.","name: E. ARMES BEAUMONT | associated_work: Flow gently, Deva",Voice types not specified; left null
Medium — inference,performer,UDC20260028-80.pdf,2,Musical Society of Victoria,1899,"E. ARMES BEAUMONT, S. W. M. LAMBLE.","name: S. W. M. LAMBLE | associated_work: Flow gently, Deva",Voice types not specified; left null
Medium — inference,performer,UDC20260028-80.pdf,2,Musical Society of Victoria,1899,MISS HENRIETTA RIDLEY.,name: MISS HENRIETTA RIDLEY | associated_work: My Fairest Child,Voice type not specified; left null
Medium — inference,performer,UDC20260028-80.pdf,2,Musical Society of Victoria,1899,"ALBERTO ZELMAN, VICTOR ZELMAN, ERNEST A. JAGER, CLAUDE HARRISON.","name: ALBERTO ZELMAN | associated_work: Quartett (Strings) in D, op. 76, No. 5",Instruments for individual players not specified; standard string quartet roles not assigned
Medium — inference,performer,UDC20260028-80.pdf,2,Musical Society of Victoria,1899,"ALBERTO ZELMAN, VICTOR ZELMAN, ERNEST A. JAGER, CLAUDE HARRISON.","name: VICTOR ZELMAN | associated_work: Quartett (Strings) in D, op. 76, No. 5",Instruments for individual players not specified; standard string quartet roles not assigned
Medium — inference,performer,UDC20260028-80.pdf,2,Musical Society of Victoria,1899,"ALBERTO ZELMAN, VICTOR ZELMAN, ERNEST A. JAGER, CLAUDE HARRISON.","name: ERNEST A. JAGER | associated_work: Quartett (Strings) in D, op. 76, No. 5",Instruments for individual players not specified; standard string quartet roles not assigned
Medium — inference,performer,UDC20260028-80.pdf,2,Musical Society of Victoria,1899,"ALBERTO ZELMAN, VICTOR ZELMAN, ERNEST A. JAGER, CLAUDE HARRISON.","name: CLAUDE HARRISON | associated_work: Quartett (Strings) in D, op. 76, No. 5",Instruments for individual players not specified; standard string quartet roles not assigned
Medium — inference,performer,UDC20260028-81.pdf,2,Musical Society of Victoria,1899,MISS MARY A. GODWIN.,"name: MISS MARY A. GODWIN. | part_or_instrument: vocal soloist | associated_work: ""The Spirit's Song""",Voice type not specified
Medium — inference,performer,UDC20260028-81.pdf,2,Musical Society of Victoria,1899,MISS ELVIRA LEE.,"name: MISS ELVIRA LEE. | part_or_instrument: vocal soloist | associated_work: ""Che faro senza Eurydice"" (Orfeo)",Voice type not specified
Medium — inference,performer,UDC20260028-81.pdf,2,Musical Society of Victoria,1899,MISS MARY A. GODWIN.,"name: MISS MARY A. GODWIN. | part_or_instrument: vocal soloist | associated_work: ""Lascia ch'io pianga"" (Rinaldo)",Voice type not specified
Medium — inference,performer,UDC20260028-81.pdf,2,Musical Society of Victoria,1899,MISS ELVIRA LEE.,"name: MISS ELVIRA LEE. | part_or_instrument: vocal soloist | associated_work: ""The Wanderer""",Voice type not specified
Medium — inference,performer,UDC20260028-81.pdf,2,Musical Society of Victoria,1899,MR T. J. HAMMOND and MR CLAUDE HARRISON.,"name: MR T. J. HAMMOND | part_or_instrument: piano | associated_work: Sonata for Pianoforte and Violoncello ... In B Flat, Op. 45",Instrument inferred from work instrumentation and partner's known instrument in this program
Medium — inference,performer,UDC20260028-81.pdf,2,Musical Society of Victoria,1899,MR T. J. HAMMOND and MR CLAUDE HARRISON.,"name: MR CLAUDE HARRISON. | part_or_instrument: Violoncello (Cello) | associated_work: Sonata for Pianoforte and Violoncello ... In B Flat, Op. 45",Instrument inferred from earlier solo credit indicating he is the cellist
Medium — inference,performer,UDC20260028-82.pdf,2,Musical Society of Victoria,1898,"MISS CHARLOTTE STOKES, MISS ETHEL MERCER, MR. ARTHUR MONTAGUE.","name: MISS CHARLOTTE STOKES | associated_work: Trio (Pianoforte, Violin, and Violoncello) In C minor, Op. 1, No. 8",Instruments for each player not specified; trio instrumentation given but not mapped to names
Medium — inference,performer,UDC20260028-82.pdf,2,Musical Society of Victoria,1898,"MISS CHARLOTTE STOKES, MISS ETHEL MERCER, MR. ARTHUR MONTAGUE.","name: MISS ETHEL MERCER | associated_work: Trio (Pianoforte, Violin, and Violoncello) In C minor, Op. 1, No. 8",Instruments for each player not specified; trio instrumentation given but not mapped to names
Medium — inference,performer,UDC20260028-82.pdf,2,Musical Society of Victoria,1898,"MISS CHARLOTTE STOKES, MISS ETHEL MERCER, MR. ARTHUR MONTAGUE.","name: MR. ARTHUR MONTAGUE | associated_work: Trio (Pianoforte, Violin, and Violoncello) In C minor, Op. 1, No. 8",Instruments for each player not specified; trio instrumentation given but not mapped to names
Medium — inference,performer,UDC20260028-82.pdf,2,Musical Society of Victoria,1898,MISS HENRIETTE RIDLEY.,"name: MISS HENRIETTE RIDLEY | associated_work: ""Abscheulicher"" (Fidelio)","Vocal part not specified (e.g., soprano/mezzo unknown)"
Medium — inference,performer,UDC20260028-82.pdf,2,Musical Society of Victoria,1898,MISS HENRIETTE RIDLEY.,"name: MISS HENRIETTE RIDLEY | associated_work: ""On Wings of Song""","Vocal part not specified (e.g., soprano/mezzo unknown)"
Medium — inference,performer,UDC20260028-82.pdf,2,Musical Society of Victoria,1898,MISS HENRIETTE RIDLEY.,"name: MISS HENRIETTE RIDLEY | associated_work: ""The Witches Song of May""","Vocal part not specified (e.g., soprano/mezzo unknown)"
Medium — inference,work,UDC20260028-83.pdf,2,Musical Society of Victoria,1899,"{ (B) ""Du Bist wie eine Blume,"" Op. 74","title: ""Du Bist wie eine Blume,"" Op. 74",Composer not printed for this item; not assumed to be the same as previous.
Medium — inference,performer,UDC20260028-83.pdf,2,Musical Society of Victoria,1899,"MISS VIOLA JÄGER, MISS AIDA HILL, D.M.S.V.","name: MISS VIOLA JÄGER | part_or_instrument: piano | associated_work: Sonata Piano and Violin ... ... Op. 80, No. 9, in G major",Instrument assignments inferred from the work heading ('Piano and Violin') and from Aida Hill's separate Violin Solo listing.
Medium — inference,performer,UDC20260028-83.pdf,2,Musical Society of Victoria,1899,"MISS VIOLA JÄGER, MISS AIDA HILL, D.M.S.V.","name: MISS AIDA HILL, D.M.S.V. | part_or_instrument: violin | associated_work: Sonata Piano and Violin ... ... Op. 80, No. 9, in G major",Instrument assignments inferred from the work heading ('Piano and Violin') and from Aida Hill's separate Violin Solo listing.
Medium — inference,performer,UDC20260028-83.pdf,2,Musical Society of Victoria,1899,MISS MARY GODWIN.,"name: MISS MARY GODWIN. | part_or_instrument: voice | associated_work: ""Der Schönste Engel"" Op. 49, No. 1",Role inferred from 'Songs' heading.
Medium — inference,performer,UDC20260028-83.pdf,2,Musical Society of Victoria,1899,MISS MARY GODWIN.,"name: MISS MARY GODWIN. | part_or_instrument: voice | associated_work: ""Du Bist wie eine Blume,"" Op. 74",Role inferred from 'Songs' heading.
Medium — inference,performer,UDC20260028-83.pdf,2,Musical Society of Victoria,1899,MISS NELLIE McCLELLAND.,"name: MISS NELLIE McCLELLAND. | part_or_instrument: voice | associated_work: ""Misera dove Son""",Role inferred from 'Recit ed Aria' heading (vocal solo).
Medium — inference,performer,UDC20260028-83.pdf,2,Musical Society of Victoria,1899,MISS NELLIE McCLELLAND.,"name: MISS NELLIE McCLELLAND. | part_or_instrument: voice | associated_work: ""Ah non non io che parlo""",Role inferred from 'Recit ed Aria' heading (vocal solo).
Medium — inference,performer,UDC20260028-83.pdf,2,Musical Society of Victoria,1899,MISS MARY GODWIN.,"name: MISS MARY GODWIN. | part_or_instrument: voice | associated_work: ""Ave Maria"" (on the first prelude of Bach)",Role inferred from 'Song' heading.
Medium — inference,performer,UDC20260028-83.pdf,2,Musical Society of Victoria,1899,MISS NELLIE McCLELLAND.,"name: MISS NELLIE McCLELLAND. | part_or_instrument: voice | associated_work: ""Fruhlingslied""",Role inferred from 'Song' heading.
Medium — inference,performer,UDC20260028-84.pdf,1,London Queens Hall Piano,1934,SCHNABEL,name: SCHNABEL | part_or_instrument: piano,Role/instrument inferred from solo recital context; not explicitly labeled 'pianist' in text.; Performer likely 'Artur Schnabel' but only 'SCHNABEL' is printed.
Medium — inference,work,UDC20260028-84.pdf,4,London Queens Hall Piano,1934,"Kinderscenen (Scenes of Childhood)
Op. 15 - Schumann",title: Kinderscenen (Scenes of Childhood) Op. 15 | composer: Schumann,Title printed as 'Kinderscenen'; likely 'Kinderszenen'.
Medium — inference,work,UDC20260028-85.pdf,17,Obergammerau Canada Educator's Visit,1934,"8 p.m. Opera ""Faust"" (Optional)",title: Faust,Composer not printed; likely Gounod but not stated
Medium — inference,work,UDC20260028-86.pdf,17,London Royal Choral Society,1939,THE SPIRIT'S BALLET IN THE HAPPY HUNTING GROUNDS (In Act I),title: Hiawatha | composer: COLERIDGE-TAYLOR | movement_or_selection: THE SPIRIT'S BALLET IN THE HAPPY HUNTING GROUNDS,Selection treated as part of Hiawatha; composer inferred from page 7.
Medium — inference,work,UDC20260028-86.pdf,31,London Royal Choral Society,1939,I.—HIAWATHA'S WEDDING FEAST,title: HIAWATHA'S WEDDING FEAST | composer: COLERIDGE-TAYLOR,Composer inferred from page 7 credit '(COLERIDGE-TAYLOR)' for Hiawatha.
Medium — inference,work,UDC20260028-86.pdf,37,London Royal Choral Society,1939,II.—THE DEATH OF MINNEHAHA,title: THE DEATH OF MINNEHAHA | composer: COLERIDGE-TAYLOR,Composer inferred from page 7 credit '(COLERIDGE-TAYLOR)' for Hiawatha.
Medium — inference,work,UDC20260028-86.pdf,41,London Royal Choral Society,1939,III.—HIAWATHA'S DEPARTURE,title: HIAWATHA'S DEPARTURE | composer: COLERIDGE-TAYLOR,Composer inferred from page 7 credit '(COLERIDGE-TAYLOR)' for Hiawatha.
Medium — inference,work,UDC20260028-87.pdf,35,London Royal Choral Society,1936,HIAWATHA'S WEDDING FEAST,title: HIAWATHA'S WEDDING FEAST | composer: COLERIDGE-TAYLOR,Composer inferred from the general header 'Hiawatha (COLERIDGE-TAYLOR)' on page 11.
Medium — inference,work,UDC20260028-87.pdf,37,London Royal Choral Society,1936,II.—THE DEATH OF MINNEHAHA,title: THE DEATH OF MINNEHAHA | composer: COLERIDGE-TAYLOR,Composer inferred from the general header 'Hiawatha (COLERIDGE-TAYLOR)' on page 11.
Medium — inference,work,UDC20260028-87.pdf,41,London Royal Choral Society,1936,III.—HIAWATHA'S DEPARTURE,title: HIAWATHA'S DEPARTURE | composer: COLERIDGE-TAYLOR,Composer inferred from the general header 'Hiawatha (COLERIDGE-TAYLOR)' on page 11.
Medium — inference,performer,UDC20260028-9.pdf,4,Melbourne Liedertafel,1899,Miss Marguerite Henderson & Orchestra.,name: Miss Marguerite Henderson | part_or_instrument: singer | associated_work: Die Loreley,Vocal type not specified in text.
Medium — inference,performer,UDC20260028-9.pdf,4,Melbourne Liedertafel,1899,Madame Elise Wiedermann & Orchestra.,name: Madame Elise Wiedermann | part_or_instrument: singer | associated_work: Lohengrin,Vocal type not specified in text; Elsa’s part is typically soprano.
Medium — inference,performer,UDC20260028-9.pdf,4,Melbourne Liedertafel,1899,Mr. Luscombe and Orchestra.,name: Mr. Luscombe | part_or_instrument: singer | associated_work: Tannhäuser,Vocal type not specified in text; Wolfram’s part is typically baritone.
Medium — inference,work,UDC20260028-91.pdf,3,Royal Albert Hall,1919,"(b) ""Melodie"" ... ... M. BRONISLAW HUBERMAN.",title: Melodie,Composer not stated; likely 'Tschaikowsky'.
